CohortMonth,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2009-12,100.0,37.51196172248804,34.25837320574163,42.77511961722488,39.23444976076555,39.04306220095693,39.04306220095693,35.78947368421053,33.97129186602871,37.51196172248804,43.25358851674641,49.569377990430624,37.03349282296651,29.1866028708134,25.550239234449762,30.526315789473685,26.1244019138756,30.239234449760765,28.995215311004785,27.464114832535884,26.220095693779903,31.770334928229666,30.526315789473685,40.86124401913875,20.861244019138756
2010-01,100.0,21.82741116751269,30.20304568527919,30.456852791878177,27.918781725888326,29.187817258883246,26.649746192893403,23.096446700507613,28.934010152284262,34.01015228426396,30.96446700507614,16.49746192893401,20.558375634517766,16.751269035532996,18.02030456852792,15.228426395939088,21.82741116751269,18.781725888324875,17.512690355329948,18.527918781725887,23.604060913705585,18.527918781725887,22.33502538071066,7.3604060913705585,
2010-02,100.0,30.02754820936639,22.58953168044077,30.303030303030305,25.6198347107438,20.9366391184573,21.763085399449036,28.37465564738292,27.548209366391184,29.201101928374655,13.223140495867769,12.947658402203857,15.151515151515152,19.28374655647383,13.498622589531681,20.385674931129476,18.457300275482094,16.804407713498623,14.600550964187327,23.415977961432507,24.793388429752067,17.079889807162534,6.336088154269973,,
2010-03,100.0,21.788990825688074,25.91743119266055,23.623853211009173,22.93577981651376,19.954128440366972,24.08256880733945,29.81651376146789,28.899082568807337,11.46788990825688,11.46788990825688,14.220183486238533,19.26605504587156,16.51376146788991,19.03669724770642,16.972477064220186,17.431192660550458,15.825688073394495,16.972477064220186,20.412844036697248,21.3302752293578,7.568807339449542,,,
2010-04,100.0,23.02405498281787,19.93127147766323,16.151202749140893,18.556701030927837,23.02405498281787,27.147766323024054,26.11683848797251,11.34020618556701,11.683848797250858,8.24742268041237,14.432989690721648,13.745704467353953,16.151202749140893,15.807560137457044,14.776632302405499,14.0893470790378,14.0893470790378,17.18213058419244,20.962199312714777,6.529209621993128,,,,
2010-05,100.0,19.291338582677163,17.716535433070867,19.291338582677163,18.89763779527559,25.984251968503933,22.04724409448819,12.992125984251967,6.692913385826772,8.661417322834646,12.204724409448819,13.779527559055119,14.960629921259844,16.141732283464567,10.62992125984252,12.992125984251967,14.173228346456693,16.535433070866144,15.748031496062993,4.724409448818897,,,,,
2010-06,100.0,21.561338289962826,19.702602230483272,20.44609665427509,23.04832713754647,28.25278810408922,13.011152416356877,9.293680297397769,8.178438661710038,11.895910780669144,10.408921933085502,14.12639405204461,15.613382899628252,13.011152416356877,11.152416356877323,12.267657992565056,13.754646840148698,20.44609665427509,5.947955390334572,,,,,,
2010-07,100.0,20.76502732240437,20.21857923497268,28.415300546448087,30.05464480874317,15.300546448087433,11.475409836065573,15.300546448087433,14.207650273224044,12.021857923497267,13.661202185792352,15.846994535519126,13.661202185792352,14.207650273224044,20.21857923497268,17.48633879781421,24.59016393442623,9.289617486338798,,,,,,,
2010-08,100.0,24.68354430379747,31.645569620253166,32.278481012658226,18.354430379746837,13.291139240506327,10.126582278481013,13.924050632911392,14.556962025316455,13.291139240506327,13.924050632911392,12.658227848101266,17.088607594936708,20.253164556962027,18.354430379746837,20.253164556962027,6.962025316455696,,,,,,,,
2010-09,100.0,30.165289256198346,26.033057851239672,14.049586776859504,9.090909090909092,10.330578512396695,14.049586776859504,9.917355371900827,12.396694214876034,14.049586776859504,12.8099173553719,10.330578512396695,21.487603305785125,17.768595041322314,17.768595041322314,5.371900826446281,,,,,,,,,
2010-10,100.0,29.551451187335093,16.094986807387862,12.928759894459102,9.234828496042216,8.970976253298153,13.456464379947231,14.24802110817942,11.345646437994723,9.234828496042216,10.817941952506596,12.928759894459102,19.261213720316622,23.218997361477573,7.9155672823219,,,,,,,,,,
2010-11,100.0,21.11801242236025,9.627329192546584,10.559006211180124,9.316770186335404,9.316770186335404,13.664596273291925,10.869565217391305,8.695652173913043,9.006211180124224,11.490683229813664,14.906832298136646,26.39751552795031,7.763975155279502,,,,,,,,,,,
